country_code,postal_code,town,province,latitude,longitude
ITA,67010,Barete,AQ,42.4501,13.2806
ITA,67012,Cagnano Amiterno,AQ,42.4608,13.2431
ITA,67013,Campotosto,AQ,42.5422,13.367
ITA,67014,Capitignano,AQ,42.5204,13.3012
ITA,67015,Montereale,AQ,42.5144,13.2299
ITA,67017,Marruci,AQ,42.4306,13.3097
ITA,67019,Vigliano,AQ,42.3618,13.2199
ITA,67020,Fagnano Alto,AQ,42.2472,13.6721
ITA,67021,Barisciano,AQ,42.3226,13.5654
ITA,67022,Capestrano,AQ,42.2681,13.7678
ITA,67023,Castel Del Monte,AQ,42.3654,13.7259
ITA,67024,Castelvecchio Subequo,AQ,42.1288,13.7287
ITA,67025,Ofena,AQ,42.3254,13.7586
ITA,67026,Poggio Picenze,AQ,42.3206,13.5404
ITA,67027,Raiano,AQ,42.1016,13.8139
ITA,67028,San Demetrio Ne' Vestini,AQ,42.2896,13.5552
ITA,67029,Secinaro,AQ,42.1506,13.6814
ITA,67030,Rocca Pia,AQ,41.95,13.9182
ITA,67031,Roccacinquemiglia,AQ,41.7981,14.1136
ITA,67032,Pescasseroli,AQ,41.8034,13.7871
ITA,67033,Pescocostanzo,AQ,41.8872,14.0661
ITA,67034,Pettorano Sul Gizio,AQ,41.9733,13.96
ITA,67035,Pratola Peligna,AQ,42.0949,13.8909
ITA,67036,Rivisondoli,AQ,41.8702,14.0667
ITA,67037,Roccaraso,AQ,41.8398,14.0773
ITA,67038,Frattura,AQ,41.9218,13.8737
ITA,67039,Abazia Di Sulmona,AQ,42.0386,13.92
ITA,67040,Ocre,AQ,42.1668,13.552
ITA,67041,Aielli Stazione,AQ,42.0727,13.588
ITA,67043,Celano,AQ,42.0808,13.517
ITA,67044,Cerchio,AQ,42.0636,13.6001
ITA,67045,Ville Di Lucoli,AQ,42.27,13.3733
ITA,67046,San Potito,AQ,42.1196,13.5137
ITA,67047,Rocca Di Cambio,AQ,42.2375,13.4891
ITA,67048,Rovere Di Rocca Di Mezzo,AQ,42.1853,13.5169
ITA,67049,San Nicola Di Tornimparte,AQ,42.2814,13.2804
ITA,67050,Canistro Superiore,AQ,41.9385,13.5013
ITA,67051,Santuario Di Pietracquaria,AQ,42.0457,13.4334
ITA,67052,Balsorano Nuovo,AQ,41.7984,13.5833
ITA,67053,Capistrello,AQ,41.9729,13.3814
ITA,67054,Civitella Roveto,AQ,41.901,13.4136
ITA,67055,Gioia Dei Marsi,AQ,41.957,13.6906
ITA,67056,Luco Dei Marsi,AQ,41.9593,13.4735
ITA,67057,Pescina,AQ,42.0073,13.6483
ITA,67058,San Benedetto Dei Marsi,AQ,42.0076,13.6238
ITA,67059,Trasacco,AQ,41.9574,13.5327
ITA,67060,Petrella Liri,AQ,42.0201,13.2696
ITA,67061,Villa Romana,AQ,42.1067,13.1076
ITA,67062,Rosciolo,AQ,42.1137,13.3288
ITA,67063,Civita,AQ,42.063,13.0419
ITA,67064,Pereto,AQ,42.0582,13.1023
ITA,67066,Rocca Di Botte,AQ,42.031,13.0718
ITA,67067,Santo Stefano Di Sante Marie,AQ,42.1135,13.226
ITA,67068,Cappelle Dei Marsi,AQ,42.065,13.3596
ITA,67069,Gallo Di Tagliacozzo,AQ,42.081,13.267
ITA,67100,L'Aquila,AQ,42.3569,13.3961
ITA,66010,San Martino Sulla Marrucina,CH,42.2231,14.2182
ITA,66011,Colle Sant'Antonio,CH,42.3115,14.1598
ITA,66012,Casalincontrada,CH,42.2974,14.1351
ITA,66014,Villa Tucci,CH,42.3013,14.324
ITA,66015,Fara San Martino,CH,42.0925,14.209
ITA,66016,Villa San Vincenzo,CH,42.1926,14.2215
ITA,66017,Palena,CH,41.9835,14.137
ITA,66018,Taranta Peligna,CH,42.0205,14.171
ITA,66019,Fallascoso,CH,42.0142,14.2502
ITA,66020,San Giacomo Di Scerni,CH,42.1789,14.479
ITA,66021,Miracoli,CH,42.1535,14.5991
ITA,66022,Villascorciosa,CH,42.2403,14.4756
ITA,66023,Francavilla Al Mare,CH,42.4216,14.2822
ITA,66026,Ortona Foro,CH,42.324,14.382
ITA,66030,Villa Romagnoli,CH,42.1947,14.3904
ITA,66031,Casalanguida,CH,42.0375,14.4961
ITA,66032,Castel Frentano,CH,42.1988,14.3564
ITA,66033,Castiglione Messer Marino,CH,41.8683,14.45
ITA,66034,Nasuti,CH,42.2054,14.3812
ITA,66036,Orsogna,CH,42.2234,14.2808
ITA,66037,Sant'Eusanio Del Sangro,CH,42.1691,14.3278
ITA,66038,San Vito Chietino,CH,42.2973,14.4336
ITA,66040,Montelapiano,CH,41.9751,14.3389
ITA,66041,Monte Marcone,CH,42.1163,14.4216
ITA,66042,Bomba,CH,42.0334,14.3666
ITA,66043,Casoli,CH,42.1192,14.2939
ITA,66044,Archi,CH,42.0974,14.3766
ITA,66045,Schiavi Di Abruzzo,CH,41.8131,14.4865
ITA,66046,Tornareccio,CH,42.0284,14.4177
ITA,66047,Villa Santa Maria,CH,41.9513,14.3515
ITA,66050,Palmoli,CH,41.9518,14.5854
ITA,66051,Cupello,CH,42.0694,14.6705
ITA,66052,Gissi,CH,42.018,14.5448
ITA,66054,Incoronata Di Vasto,CH,42.106,14.7085
ITA,66100,Chieti Scalo,CH,42.3392,14.1405
ITA,65010,Collecorvino,PE,42.421,13.9926
ITA,65011,Catignano,PE,42.347,13.9519
ITA,65012,Vallemare Di Cepagatti,PE,42.3591,14.1034
ITA,65013,Villa Cipresso,PE,42.5148,14.1378
ITA,65014,Loreto Aprutino,PE,42.431,13.9806
ITA,65015,Villa Carmine,PE,42.5011,14.1449
ITA,65017,Penne,PE,42.4667,13.8771
ITA,65019,Cerratina,PE,42.396,14.0863
ITA,65020,Pesconuovo,PE,42.2583,13.9892
ITA,65022,Bussi Sul Tirino,PE,42.2054,13.8348
ITA,65023,Caramanico Terme,PE,42.1716,13.9875
ITA,65024,Manoppello Stazione,PE,42.2834,14.0602
ITA,65025,Serramonacesca,PE,42.248,14.093
ITA,65026,Popoli,PE,42.1687,13.83
ITA,65027,Decontra,PE,42.2543,14.0076
ITA,65028,Tocco Da Casauria,PE,42.212,13.9155
ITA,65029,Torre De' Passeri,PE,42.2432,13.9333
ITA,65100,Pescara,PE,42.4584,14.2028
ITA,65121,Pescara,PE,42.4584,14.2028
ITA,65122,Pescara,PE,42.4584,14.2028
ITA,65123,Pescara,PE,42.4584,14.2028
ITA,65124,Pescara,PE,42.4584,14.2028
ITA,65125,Pescara Colli,PE,42.4584,14.2028
ITA,65126,Pescara,PE,42.4584,14.2028
ITA,65127,Pescara,PE,42.4584,14.2028
ITA,65128,Pescara,PE,42.4584,14.2028
ITA,65129,Pineta Di Pescara,PE,42.4542,14.2181
ITA,65131,Fontanelle,PE,42.4244,14.0518
ITA,65132,San Silvestro,PE,42.4459,14.2181
ITA,64010,Rocca Santa Maria,TE,42.7587,13.6365
ITA,64011,Alba Adriatica,TE,42.8318,13.9259
ITA,64012,Villa Paterno,TE,42.7397,13.6981
ITA,64013,Corropoli,TE,42.8272,13.8347
ITA,64014,Villa Rosa,TE,42.8605,13.9179
ITA,64015,Nereto,TE,42.8155,13.8199
ITA,64016,Villa Mattoni,TE,42.81,13.6978
ITA,64018,Tortoreto,TE,42.7963,13.9232
ITA,64020,Ripattoni,TE,42.6772,13.8454
ITA,64021,Giulianova Spiaggia,TE,42.7375,13.9519
ITA,64023,Mosciano Sant'Angelo,TE,42.7403,13.8961
ITA,64024,Notaresco,TE,42.6417,13.8973
ITA,64025,Scerne Di Pineto,TE,42.614,14.0461
ITA,64026,Cologna,TE,42.6731,13.9786
ITA,64027,Sant'Omero,TE,42.77,13.7734
ITA,64028,Silvi Marina,TE,42.5787,14.0051
ITA,64030,Montefino,TE,42.5613,13.8146
ITA,64031,Arsita,TE,42.5027,13.7852
ITA,64032,San Giacomo D'Atri,TE,42.5984,13.9674
ITA,64033,Bisenti,TE,42.5288,13.7995
ITA,64034,Appignano,TE,42.5387,13.8646
ITA,64035,Castilenti,TE,42.5422,13.9312
ITA,64036,Cellino Attanasio,TE,42.5888,13.8405
ITA,64037,Cermignano,TE,42.5926,13.8092
ITA,64039,Penna Sant'Andrea,TE,42.6011,13.7645
ITA,64040,Cortino,TE,42.6292,13.5065
ITA,64041,Colledoro,TE,42.5002,13.7211
ITA,64042,Colledara,TE,42.5472,13.6815
ITA,64043,Crognaleto,TE,42.575,13.4992
ITA,64044,Cerqueto,TE,42.5492,13.5515
ITA,64045,San Gabriele Dell'Addolorata,TE,42.504,13.6332
ITA,64046,Montorio Al Vomano,TE,42.5825,13.6412
ITA,64047,Pietracamela,TE,42.5293,13.5479
ITA,64049,Chiarino,TE,42.5505,13.6391
ITA,64100,Cartecchio,TE,42.6574,13.7201
ITA,75010,San Mauro Forte,MT,40.4699,16.2923
ITA,75011,Accettura,MT,40.491,16.158
ITA,75012,Metaponto,MT,40.3969,16.7789
ITA,75013,Borgo Macchia,MT,40.4846,16.4778
ITA,75014,Grassano,MT,40.6346,16.2779
ITA,75015,Pisticci,MT,40.3914,16.5989
ITA,75016,Pomarico,MT,40.528,16.5271
ITA,75017,Salandra,MT,40.5267,16.3204
ITA,75018,Stigliano,MT,40.4024,16.2298
ITA,75019,Tricarico,MT,40.6488,16.1377
ITA,75020,Nova Siri Stazione,MT,40.1955,16.6319
ITA,75021,Colobraro,MT,40.1884,16.4248
ITA,75022,Irsina,MT,40.7741,16.2002
ITA,75023,Montalbano Jonico,MT,40.2859,16.5696
ITA,75024,Montescaglioso,MT,40.5502,16.6654
ITA,75025,Policoro,MT,40.2128,16.6779
ITA,75026,Rotondella,MT,40.1714,16.5249
ITA,75027,San Giorgio Lucano,MT,40.1113,16.3893
ITA,75028,Gannano,MT,40.293,16.4341
ITA,75029,Valsinni,MT,40.171,16.4439
ITA,75100,Venusio,MT,40.6642,16.5701
ITA,85010,Anzi,PZ,40.5425,15.9692
ITA,85011,Acerenza,PZ,40.7939,15.9381
ITA,85012,Corleto Perticara,PZ,40.3821,16.0392
ITA,85013,Genzano Di Lucania,PZ,40.8459,16.0312
ITA,85014,Laurenzana,PZ,40.4591,15.9707
ITA,85015,Oppido Lucano,PZ,40.6418,15.8079
ITA,85016,San Giorgio,PZ,40.7586,15.836
ITA,85017,Tolve,PZ,40.6942,16.0163
ITA,85018,Trivigno,PZ,40.5802,15.9886
ITA,85020,Sterpito,PZ,40.865,15.6777
ITA,85021,San Cataldo Di Bella,PZ,40.7745,15.7397
ITA,85022,Barile,PZ,40.9433,15.6717
ITA,85023,Forenza,PZ,40.8604,15.8546
ITA,85024,Lavello,PZ,41.0477,15.7891
ITA,85025,Melfi,PZ,41.0102,15.6111
ITA,85026,Palazzo San Gervasio,PZ,40.9316,15.9815
ITA,85027,Rapolla,PZ,40.975,15.672
ITA,85028,Monticchio,PZ,40.9362,15.6203
ITA,85029,Venosa,PZ,40.9628,15.8128
ITA,85030,Mezzana,PZ,40.0877,16.1944
ITA,85031,Miraldo,PZ,40.1424,15.9735
ITA,85032,Teana,PZ,40.1246,16.1836
ITA,85033,Episcopia,PZ,40.0748,16.0982
ITA,85034,Francavilla In Sinni,PZ,40.0976,16.187
ITA,85035,Noepoli,PZ,40.087,16.3283
ITA,85036,Roccanova,PZ,40.2125,16.2043
ITA,85037,Sant'Arcangelo,PZ,40.2534,16.2636
ITA,85038,Senise,PZ,40.1462,16.2887
ITA,85039,Spinoso,PZ,40.2692,15.9666
ITA,85040,Nemoli,PZ,40.034,15.8792
ITA,85042,Lagonegro,PZ,40.1278,15.7621
ITA,85043,Agromonte,PZ,40.0493,15.9897
ITA,85044,Lauria Inferiore,PZ,40.0547,15.8879
ITA,85046,Fiumicello Santa Venere,PZ,40.0023,15.7112
ITA,85047,Moliterno,PZ,40.2439,15.8654
ITA,85048,Rotonda,PZ,39.9521,16.039
ITA,85049,Trecchina,PZ,40.0117,15.7843
ITA,85050,Tito Scalo,PZ,40.5217,15.6621
ITA,85051,Sant'Antonio Casalini,PZ,40.7464,15.5669
ITA,85052,Marsico Nuovo,PZ,40.4124,15.7261
ITA,85053,Montemurro,PZ,40.2977,15.9918
ITA,85054,Muro Lucano,PZ,40.7538,15.4881
ITA,85055,Picerno,PZ,40.6397,15.6423
ITA,85056,Ruoti,PZ,40.7166,15.6837
ITA,85057,Tramutola,PZ,40.3186,15.7875
ITA,85058,Vietri Di Potenza,PZ,40.6021,15.4915
ITA,85059,Viggiano,PZ,40.3421,15.8996
ITA,85100,Giuliano,PZ,40.6659,15.7792
ITA,87010,Torano Castello Scalo,CS,39.6356,16.1352
ITA,87011,Sibari Stazione,CS,39.7517,16.3881
ITA,87012,Castrovillari,CS,39.8163,16.2018
ITA,87013,Fagnano Castello,CS,39.5716,16.0625
ITA,87014,Laino Borgo,CS,39.9543,15.9735
ITA,87015,Laino Castello,CS,39.9363,15.9766
ITA,87016,Morano Calabro,CS,39.8414,16.1384
ITA,87017,Roggiano Gravina,CS,39.6179,16.1617
ITA,87018,San Marco Argentano,CS,39.5573,16.1245
ITA,87019,Spezzano Albanese Terme,CS,39.6895,16.2971
ITA,87020,Le Crete,CS,39.6977,15.8784
ITA,87021,Marina Di Belvedere Marittimo,CS,39.6326,15.8575
ITA,87022,Sant'Angelo Di Cetraro,CS,39.5725,15.9299
ITA,87023,Cirella,CS,39.6974,15.8161
ITA,87024,Fuscaldo,CS,39.4179,16.0173
ITA,87026,Mormanno,CS,39.6348,15.9018
ITA,87027,Paola Marina,CS,39.3614,16.0411
ITA,87028,Praia A Mare,CS,39.8941,15.7842
ITA,87029,Scalea,CS,39.8061,15.7964
ITA,87030,Marina Di Fiumefreddo Bruzio,CS,39.2104,16.1346
ITA,87031,Aiello Calabro,CS,39.1178,16.1654
ITA,87032,Amantea Marina,CS,39.0931,16.0862
ITA,87033,Belmonte Calabro,CS,39.1631,16.0836
ITA,87034,Grimaldi,CS,39.1411,16.2351
ITA,87035,Lago,CS,39.1563,16.1493
ITA,87036,Castiglione Cosentino Stazione,CS,39.3419,16.2054
ITA,87037,San Fili,CS,39.3437,16.1383
ITA,87038,Pollella,CS,39.3101,16.0532
ITA,87040,Deposito Di Luzzi,CS,39.3675,16.2247
ITA,87041,Duglia,CS,39.4961,16.4127
ITA,87042,Altomonte,CS,39.699,16.13
ITA,87043,Bisignano,CS,39.5073,16.2811
ITA,87044,Cerisano,CS,39.2771,16.1765
ITA,87045,Tessano,CS,39.258,16.2451
ITA,87046,Parantoro,CS,39.4022,16.1375
ITA,87047,San Pietro In Guarano,CS,39.3451,16.3106
ITA,87048,Santa Sofia D'Epiro,CS,39.546,16.3281
ITA,87050,Pian Del Lago,CS,39.2205,16.3491
ITA,87051,Camarda Di Aprigliano,CS,39.2414,16.3351
ITA,87052,Croce Di Magara,CS,39.3449,16.43
ITA,87053,Celico,CS,39.3101,16.3399
ITA,87054,Saliano,CS,39.1807,16.3765
ITA,87055,Monte Oliveto,CS,39.2525,16.6044
ITA,87056,Santo Stefano Di Rogliano,CS,39.1922,16.3208
ITA,87057,Scigliano,CS,39.1306,16.3071
ITA,87058,Spezzano Della Sila,CS,39.3003,16.3392
ITA,87060,Pietrapaola Stazione,CS,39.5207,16.7129
ITA,87061,Campana,CS,39.4136,16.8222
ITA,87062,Cariati,CS,39.4963,16.9549
ITA,87064,Corigliano Scalo,CS,39.6359,16.511
ITA,87066,Destro,CS,39.4688,16.6523
ITA,87067,Rossano Stazione,CS,39.5964,16.6276
ITA,87069,San Demetrio Corone,CS,39.5755,16.3713
ITA,87070,Piana Di Cerchiara,CS,39.9822,16.4787
ITA,87071,Amendolara Marina,CS,39.9451,16.5944
ITA,87072,Francavilla Marittima,CS,39.8161,16.395
ITA,87073,Oriolo,CS,40.0532,16.4466
ITA,87074,Rocca Imperiale,CS,40.1049,16.5958
ITA,87075,Trebisacce,CS,39.8713,16.5342
ITA,87076,Torre Cerchiar,CS,39.8161,16.4743
ITA,87100,Borgo Partenope,CS,39.3097,16.2943
ITA,88020,Cortale,CZ,38.8433,16.3947
ITA,88021,San Floro,CZ,38.8252,16.5415
ITA,88022,Curinga,CZ,38.832,16.2894
ITA,88024,Girifalco,CZ,38.8259,16.4269
ITA,88025,Maida,CZ,38.8531,16.352
ITA,88040,Pratora Sarrottino,CZ,39.0025,16.3622
ITA,88041,Decollatura,CZ,39.0511,16.3561
ITA,88042,Castiglione Marittimo,CZ,38.9859,16.1613
ITA,88044,Marcellinara,CZ,38.9257,16.4876
ITA,88045,Gimigliano Inferiore,CZ,38.9594,16.5486
ITA,88046,Bella Di Lamezia Terme,CZ,38.9593,16.2947
ITA,88047,Nocera Terinese,CZ,39.0347,16.1674
ITA,88049,Soveria Mannelli,CZ,39.0774,16.38
ITA,88050,Calabricata,CZ,38.9479,16.6462
ITA,88051,Cuturella,CZ,38.9487,16.7925
ITA,88054,Sersale,CZ,39.0101,16.7296
ITA,88055,Buturo,CZ,39.0468,16.5753
ITA,88056,Tiriolo,CZ,38.9262,16.5228
ITA,88060,Marina Di Sant'Andrea Jonio,CZ,38.6386,16.5124
ITA,88062,Cardinale,CZ,38.6538,16.3872
ITA,88064,Chiaravalle Centrale,CZ,38.6794,16.4086
ITA,88065,Guardavalle Marina,CZ,38.4924,16.5417
ITA,88067,Cenadi,CZ,38.7203,16.4198
ITA,88068,Soverato,CZ,38.6875,16.5419
ITA,88069,Staletti,CZ,38.7724,16.5517
ITA,88070,Botricello,CZ,38.93,16.858
ITA,88100,Santa Maria Di Catanzaro,CZ,38.9022,16.6008
ITA,88811,Ciro' Marina,KR,39.3688,17.1248
ITA,88812,Crucoli Torretta,KR,39.4448,17.0251
ITA,88813,Ciro',KR,39.383,17.0638
ITA,88814,Melissa,KR,39.3098,17.0681
ITA,88815,Marina Di Strongoli,KR,39.2283,17.1035
ITA,88816,Strongoli,KR,39.2658,17.0541
ITA,88817,San Nicola Dell'Alto,KR,39.2993,16.9731
ITA,88818,Pallagorio,KR,39.3076,16.9082
ITA,88819,Verzino,KR,39.3132,16.8561
ITA,88821,Rocca Di Neto,KR,39.1802,16.9771
ITA,88822,Zinga,KR,39.2553,16.9359
ITA,88823,Umbriatico,KR,39.3476,16.9049
ITA,88824,Belvedere Di Spinello,KR,39.2836,16.9109
ITA,88825,Savelli,KR,39.3128,16.7764
ITA,88831,San Mauro Marchesato,KR,39.1145,16.9437
ITA,88832,Altilia,KR,39.1646,16.896
ITA,88833,Cerenzia,KR,39.2356,16.7826
ITA,88834,Castelsilano,KR,39.2691,16.7674
ITA,88835,Roccabernarda,KR,39.1328,16.8608
ITA,88836,Cotronei,KR,39.1593,16.7769
ITA,88837,Petilia Policastro,KR,39.1203,16.7781
ITA,88838,Mesoraca,KR,39.0795,16.7881
ITA,88841,Sant'Anna,KR,38.9343,17.0573
ITA,88842,San Leonardo Di Cutro,KR,38.9773,16.964
ITA,88900,Villaggio Bucchi,KR,39.0758,17.0774
ITA,89010,Varapodio,RC,38.2976,15.9887
ITA,89011,Porelli Di Bagnara,RC,38.2257,15.8753
ITA,89012,Delianuova,RC,38.2359,15.9171
ITA,89013,Gioia Tauro,RC,38.4292,15.9071
ITA,89014,Tresilico,RC,38.295,15.982
ITA,89015,Trodio,RC,38.3809,15.8616
ITA,89016,Rizziconi,RC,38.4069,15.9599
ITA,89017,San Giorgio Morgeto,RC,38.3919,16.0879
ITA,89018,Cannitello,RC,38.2292,15.721
ITA,89020,Melicucco,RC,38.4163,16.044
ITA,89021,Cinquefrondi,RC,38.4162,16.0842
ITA,89022,Cittanova,RC,38.3543,16.079
ITA,89023,Bellantone,RC,38.4921,16.0843
ITA,89024,Polistena,RC,38.4054,16.0733
ITA,89025,Rosarno,RC,38.4872,15.9796
ITA,89026,San Ferdinando,RC,38.484,15.9188
ITA,89027,Sant'Eufemia D'Aspromonte,RC,38.2631,15.8567
ITA,89028,Sant'Anna Di Seminara,RC,38.3714,15.929
ITA,89029,San Martino,RC,38.363,15.9817
ITA,89030,Africo,RC,38.0809,16.0411
ITA,89031,Ardore,RC,38.1768,16.1669
ITA,89032,Pardesca,RC,38.0866,16.1364
ITA,89033,Bova,RC,37.9951,15.9319
ITA,89034,Bovalino Marina,RC,38.153,16.161
ITA,89035,Bova Marina,RC,37.935,15.9174
ITA,89036,Capo Spartivento,RC,37.954,16.0892
ITA,89037,Ardore Marina,RC,38.1667,16.2
ITA,89038,Palizzi,RC,37.9478,15.9882
ITA,89039,Plati',RC,38.2215,16.0453
ITA,89040,Martone,RC,38.3396,16.3256
ITA,89041,Campoli Di Caulonia,RC,38.3891,16.4114
ITA,89042,Gioiosa Ionica,RC,38.3272,16.3041
ITA,89043,Grotteria,RC,38.3651,16.2652
ITA,89044,Merici,RC,38.2269,16.2395
ITA,89045,Mammola,RC,38.3626,16.2387
ITA,89046,Marina Di Gioiosa Ionica,RC,38.3016,16.3315
ITA,89047,Roccella Ionica,RC,38.3212,16.3969
ITA,89048,Siderno Marina,RC,38.2858,16.2903
ITA,89049,Stilo,RC,38.4763,16.4675
ITA,89050,Acquacalda,RC,38.2564,15.822
ITA,89052,Campo Calabro,RC,38.2161,15.6592
ITA,89054,Galatro,RC,38.4607,16.1084
ITA,89056,Lubrichi,RC,38.2629,15.9598
ITA,89057,Gambarie,RC,38.1679,15.8116
ITA,89058,Favazzina,RC,38.2781,15.8244
ITA,89060,Saline Joniche,RC,37.999,15.8037
ITA,89062,Lazzaro,RC,37.9728,15.6651
ITA,89063,Lacco,RC,37.9402,15.7713
ITA,89064,Masella,RC,37.9747,15.7486
ITA,89065,Motta San Giovanni,RC,38.0103,15.7126
ITA,89069,Chorio,RC,37.981,15.8276
ITA,89100,Reggio Calabria,RC,38.1105,15.6613
ITA,89121,Archi,RC,38.1764,15.8495
ITA,89122,Vito,RC,38.1193,15.6694
ITA,89123,Reggio Calabria,RC,38.1105,15.6613
ITA,89124,Eremo,RC,38.1105,15.6613
ITA,89125,Reggio Calabria,RC,38.1105,15.6613
ITA,89126,Orti' Superiore,RC,38.1411,15.7279
ITA,89127,Reggio Calabria,RC,38.1105,15.6613
ITA,89128,Reggio Calabria,RC,38.1748,15.8461
ITA,89129,Reggio Calabria,RC,38.1105,15.6613
ITA,89131,Puzzi,RC,38.0881,15.6862
ITA,89132,Reggio Calabria,RC,38.1105,15.6613
ITA,89133,Vinco,RC,38.0996,15.6968
ITA,89134,Croce Valanidi,RC,38.0599,15.6705
ITA,89135,Gallico,RC,38.1647,15.675
ITA,89812,Pizzo,VV,38.7526,16.187
ITA,89813,Polia,VV,38.7511,16.3139
ITA,89814,Scarro,VV,38.801,16.2983
ITA,89815,Francavilla Angitola,VV,38.7802,16.2723
ITA,89816,Favelloni,VV,38.6804,16.0284
ITA,89817,Sciconi,VV,38.6905,16.0308
ITA,89818,Capistrano,VV,38.6913,16.2893
ITA,89819,Monterosso Calabro,VV,38.7175,16.2907
ITA,89821,San Nicola Da Crissa,VV,38.6555,16.2913
ITA,89822,Spadola,VV,38.5979,16.3351
ITA,89823,Mongiana,VV,38.5024,16.3088
ITA,89824,Nardodipace,VV,38.4742,16.343
ITA,89831,Gerocarne,VV,38.5975,16.2043
ITA,89832,Acquaro,VV,38.5568,16.1919
ITA,89833,Melicucca' Di Dinami,VV,38.5279,16.156
ITA,89834,Pizzoni,VV,38.6279,16.2484
ITA,89841,Presinaci,VV,38.609,16.0214
ITA,89842,San Calogero,VV,38.5745,16.0193
ITA,89843,Maierato,VV,38.6924,16.1682
ITA,89844,Motta Filocastro,VV,38.5649,15.9474
ITA,89851,Nao,VV,38.6266,16.0789
ITA,89852,Paravati,VV,38.5876,16.067
ITA,89853,San Gregorio D'Ippona,VV,38.6453,16.1036
ITA,89861,Parghelia,VV,38.6774,15.9157
ITA,89862,Gasponi,VV,38.6556,15.9013
ITA,89863,Joppolo,VV,38.595,15.8917
ITA,89864,Panaia,VV,38.6257,15.8991
ITA,89866,Barbalaconi,VV,38.6417,15.8617
ITA,89867,Zungri,VV,38.6611,15.9564
ITA,89868,Daffina',VV,38.6739,15.9507
ITA,89900,Vena,VV,38.6881,16.0942
ITA,83010,Grottolella,AV,40.9842,14.7823
ITA,83011,Altavilla Irpina,AV,41.0062,14.7809
ITA,83012,Ioffredo,AV,41.0215,14.6174
ITA,83013,Santuario Di Montevergine,AV,40.9112,14.7501
ITA,83014,Ospedaletto D'Alpinolo,AV,40.9391,14.7465
ITA,83015,Pietrastornina,AV,41.0038,14.7267
ITA,83016,Tufara Valle,AV,41.0316,14.7176
ITA,83017,Rotondi,AV,41.0329,14.5955
ITA,83018,San Martino Valle Caudina,AV,41.0276,14.6645
ITA,83020,Tavernola San Felice,AV,40.8901,14.699
ITA,83021,Avella,AV,40.96,14.6009
ITA,83022,Baiano,AV,40.9514,14.6165
ITA,83023,Fontenovella,AV,40.8794,14.623
ITA,83024,Monteforte Irpino,AV,40.9027,14.7531
ITA,83025,Montoro,AV,40.8221,14.7848
ITA,83026,Banzano Di Montoro Superiore,AV,40.8739,14.7265
ITA,83027,Mugnano Del Cardinale,AV,40.9425,14.6361
ITA,83028,Serino,AV,40.8671,14.8801
ITA,83029,Solofra,AV,40.8334,14.8371
ITA,83030,Savignano Stazione,AV,41.0547,14.9573
ITA,83031,La Manna,AV,41.1516,15.0893
ITA,83032,Bonito,AV,41.0917,14.9774
ITA,83034,Casalbore,AV,41.2337,15.0075
ITA,83035,Grottaminarda,AV,41.0536,15.0556
ITA,83036,Calore,AV,41.0515,15.0111
ITA,83037,Montecalvo Irpino,AV,41.1962,15.0345
ITA,83038,Montaperto,AV,41.0089,14.897
ITA,83039,Serra Di Pratola Serra,AV,41.0214,14.9144
ITA,83040,Guardia Lombardi,AV,40.937,15.1478
ITA,83041,Aquilonia,AV,40.9869,15.4751
ITA,83042,Atripalda,AV,40.9187,14.8272
ITA,83043,Laceno,AV,40.8133,15.0988
ITA,83044,Piano Regolatore,AV,41.0094,15.3662
ITA,83045,Calitri,AV,40.9257,15.4039
ITA,83046,Lacedonia,AV,41.0502,15.4217
ITA,83047,Lioni,AV,40.8808,15.1834
ITA,83048,Montella,AV,40.8423,15.0171
ITA,83049,Monteverde,AV,40.9986,15.5336
ITA,83050,Villamaina,AV,40.959,15.0462
ITA,83051,Nusco,AV,40.8882,15.0919
ITA,83052,Paternopoli,AV,40.9727,15.0324
ITA,83053,Sant'Andrea Di Conza,AV,40.8448,15.3697
ITA,83054,San Vito Dei Lombardi,AV,40.9375,15.1318
ITA,83055,Sturno,AV,41.0222,15.1125
ITA,83056,Teora,AV,40.8528,15.2534
ITA,83057,Torella Dei Lombardi,AV,40.9373,15.1078
ITA,83058,Molini,AV,41.0546,15.2323
ITA,83059,Vallata,AV,41.0402,15.2538
ITA,83100,Valle Ponticelli,AV,40.9156,14.7949
ITA,82010,Ripabianca Tressanti,BN,41.068,14.7578
ITA,82011,Arpaia,BN,41.0411,14.5564
ITA,82013,Bonea,BN,41.0731,14.6168
ITA,82015,Durazzano,BN,41.0629,14.4495
ITA,82016,Varoni,BN,41.0714,14.6392
ITA,82017,Pannarano,BN,41.0108,14.7029
ITA,82018,Cubante,BN,41.0639,14.8586
ITA,82019,Sant'Agata De' Goti,BN,41.1008,14.4983
ITA,82020,Pago Veiano,BN,41.2805,14.8663
ITA,82021,Apice Nuovo,BN,41.1446,14.9349
ITA,82022,Castelfranco In Miscano,BN,41.3007,15.0861
ITA,82023,Castelvetere In Val Fortore,BN,41.4426,14.9412
ITA,82024,Colle Sannita,BN,41.392,14.8408
ITA,82025,Montefalcone Di Val Fortore,BN,41.3243,15.009
ITA,82026,Morcone,BN,41.3528,14.695
ITA,82027,Pontelandolfo,BN,41.2795,14.6816
ITA,82028,San Bartolomeo In Galdo,BN,41.416,15.0171
